mOTU2.0_cluster	mOTU2.0_cluster_name	mOTU2.0_cluster_id	Anaerobic	Aerotolerant	Facultative_aerobic	Microaerophilic	Aerobic
Myxosarcina sp. GI1 [ref_mOTU_v2_3661]	Myxosarcina sp. GI1 	ref_mOTU_v2_3661	0	0	0	0	0
Nafulsella turpanensis [ref_mOTU_v2_2229]	Nafulsella turpanensis 	ref_mOTU_v2_2229	0	0	0	0	1
Nakamurella multipartita [ref_mOTU_v2_4334]	Nakamurella multipartita 	ref_mOTU_v2_4334	0	0	0	0	0
Nanoarchaeota sp. [ref_mOTU_v2_0200]	Nanoarchaeota sp. 	ref_mOTU_v2_0200	0	0	0	0	0
Nanoarchaeum equitans [ref_mOTU_v2_3796]	Nanoarchaeum equitans 	ref_mOTU_v2_3796	1	0	0	0	0
Natranaerobius thermophilus [ref_mOTU_v2_4291]	Natranaerobius thermophilus 	ref_mOTU_v2_4291	0	0	0	0	0
Natrialba aegyptia/taiwanensis [ref_mOTU_v2_0872]	Natrialba aegyptia/taiwanensis 	ref_mOTU_v2_0872	0	0	0	0	0
Natrialba asiatica [ref_mOTU_v2_3914]	Natrialba asiatica 	ref_mOTU_v2_3914	0	0	0	0	0
Natrialba chahannaoensis [ref_mOTU_v2_2637]	Natrialba chahannaoensis 	ref_mOTU_v2_2637	0	0	0	0	0
Natrialba hulunbeirensis [ref_mOTU_v2_2638]	Natrialba hulunbeirensis 	ref_mOTU_v2_2638	0	0	0	0	0
Natrialba magadii [ref_mOTU_v2_1433]	Natrialba magadii 	ref_mOTU_v2_1433	0	0	0	0	1
Natrialbaceae sp. [ref_mOTU_v2_0871]	Natrialbaceae sp. 	ref_mOTU_v2_0871	0	0	0	0	0
Natrinema altunense [ref_mOTU_v2_0873]	Natrinema altunense 	ref_mOTU_v2_0873	0	0	0	0	0
Natrinema gari [ref_mOTU_v2_0713]	Natrinema gari 	ref_mOTU_v2_0713	0	0	0	0	0
Natrinema pallidum [ref_mOTU_v2_2639]	Natrinema pallidum 	ref_mOTU_v2_2639	0	0	0	0	0
Natrinema versiforme [ref_mOTU_v2_2640]	Natrinema versiforme 	ref_mOTU_v2_2640	0	0	0	0	0
Natronobacterium gregoryi [ref_mOTU_v2_1510]	Natronobacterium gregoryi 	ref_mOTU_v2_1510	0	0	0	0	0
Natronococcus amylolyticus [ref_mOTU_v2_2641]	Natronococcus amylolyticus 	ref_mOTU_v2_2641	0	0	0	0	0
Natronococcus jeotgali [ref_mOTU_v2_2642]	Natronococcus jeotgali 	ref_mOTU_v2_2642	0	0	0	0	0
Natronococcus occultus [ref_mOTU_v2_4821]	Natronococcus occultus 	ref_mOTU_v2_4821	0	0	0	0	1
Natronolimnobius innermongolicus [ref_mOTU_v2_2643]	Natronolimnobius innermongolicus 	ref_mOTU_v2_2643	0	0	0	0	0
Natronomonas moolapensis [ref_mOTU_v2_3860]	Natronomonas moolapensis 	ref_mOTU_v2_3860	0	0	0	0	1
Natronomonas pharaonis [ref_mOTU_v2_4048]	Natronomonas pharaonis 	ref_mOTU_v2_4048	0	0	0	0	1
Natronorubrum bangense [ref_mOTU_v2_2644]	Natronorubrum bangense 	ref_mOTU_v2_2644	0	0	0	0	0
Natronorubrum sulfidifaciens [ref_mOTU_v2_2669]	Natronorubrum sulfidifaciens 	ref_mOTU_v2_2669	0	0	0	0	0
Natronorubrum tibetense [ref_mOTU_v2_0406]	Natronorubrum tibetense 	ref_mOTU_v2_0406	0	0	0	0	0
Nautilia profundicola [ref_mOTU_v2_4618]	Nautilia profundicola 	ref_mOTU_v2_4618	1	0	0	0	0
Necropsobacter rosorum [ref_mOTU_v2_5132]	Necropsobacter rosorum 	ref_mOTU_v2_5132	0	0	0	0	0
Neglecta timonensis [meta_mOTU_v2_7115]	Neglecta timonensis 	meta_mOTU_v2_7115	#N/A	#N/A	#N/A	#N/A	#N/A
Neisseria bacilliformis [ref_mOTU_v2_5114]	Neisseria bacilliformis 	ref_mOTU_v2_5114	0	0	0	0	0
Neisseria cinerea [ref_mOTU_v2_4461]	Neisseria cinerea 	ref_mOTU_v2_4461	0	0	0	0	1
Neisseria elongata [ref_mOTU_v2_4462]	Neisseria elongata 	ref_mOTU_v2_4462	0	0	0	0	1
Neisseria flavescens [ref_mOTU_v2_4463]	Neisseria flavescens 	ref_mOTU_v2_4463	0	0	0	0	1
Neisseria flavescens [ref_mOTU_v2_4615]	Neisseria flavescens 	ref_mOTU_v2_4615	0	0	0	0	1
Neisseria gonorrhoeae [ref_mOTU_v2_1302]	Neisseria gonorrhoeae 	ref_mOTU_v2_1302	0	0	0	0	1
Neisseria lactamica [ref_mOTU_v2_1412]	Neisseria lactamica 	ref_mOTU_v2_1412	0	0	0	0	1
Neisseria macacae/sicca [ref_mOTU_v2_0360]	Neisseria macacae/sicca 	ref_mOTU_v2_0360	0	0	0	0	1
Neisseria meningitidis [ref_mOTU_v2_0262]	Neisseria meningitidis 	ref_mOTU_v2_0262	0	0	0	0	1
Neisseria mucosa [ref_mOTU_v2_1389]	Neisseria mucosa 	ref_mOTU_v2_1389	0	0	0	0	1
Neisseria mucosa [ref_mOTU_v2_4464]	Neisseria mucosa 	ref_mOTU_v2_4464	0	0	0	0	1
Neisseria polysaccharea [ref_mOTU_v2_4465]	Neisseria polysaccharea 	ref_mOTU_v2_4465	0	0	0	0	1
Neisseria shayeganii [ref_mOTU_v2_1591]	Neisseria shayeganii 	ref_mOTU_v2_1591	0	0	0	0	0
Neisseria sp. [ref_mOTU_v2_2244]	Neisseria sp. 	ref_mOTU_v2_2244	0	0	0	0	0
Neisseria sp. [ref_mOTU_v2_4672]	Neisseria sp. 	ref_mOTU_v2_4672	0	0	0	0	1
Neisseria subflava [ref_mOTU_v2_4466]	Neisseria subflava 	ref_mOTU_v2_4466	0	0	0	0	1
Neisseria wadsworthii [ref_mOTU_v2_1588]	Neisseria wadsworthii 	ref_mOTU_v2_1588	0	0	0	0	0
Neisseria weaveri [ref_mOTU_v2_0228]	Neisseria weaveri 	ref_mOTU_v2_0228	0	0	0	0	1
Neorhizobium galegae [ref_mOTU_v2_0122]	Neorhizobium galegae 	ref_mOTU_v2_0122	0	0	0	0	0
Neorickettsia helminthoeca [ref_mOTU_v2_2926]	Neorickettsia helminthoeca 	ref_mOTU_v2_2926	0	0	0	0	0
Neorickettsia risticii [ref_mOTU_v2_4239]	Neorickettsia risticii 	ref_mOTU_v2_4239	0	0	0	0	0
Neorickettsia sennetsu [ref_mOTU_v2_3789]	Neorickettsia sennetsu 	ref_mOTU_v2_3789	0	0	0	0	0
Neptuniibacter caesariensis [ref_mOTU_v2_3766]	Neptuniibacter caesariensis 	ref_mOTU_v2_3766	0	0	0	0	1
Neptunomonas japonica [ref_mOTU_v2_2070]	Neptunomonas japonica 	ref_mOTU_v2_2070	0	0	0	0	0
Nesterenkonia alba [ref_mOTU_v2_2071]	Nesterenkonia alba 	ref_mOTU_v2_2071	0	0	0	0	1
Nesterenkonia sp. AN1 [ref_mOTU_v2_4711]	Nesterenkonia sp. AN1 	ref_mOTU_v2_4711	0	0	0	0	1
Nesterenkonia sp. F [ref_mOTU_v2_4977]	Nesterenkonia sp. F 	ref_mOTU_v2_4977	0	0	0	0	1
Nesterenkonia sp. NP1 [ref_mOTU_v2_2685]	Nesterenkonia sp. NP1 	ref_mOTU_v2_2685	0	0	0	0	0
Nevskia ramosa [ref_mOTU_v2_2072]	Nevskia ramosa 	ref_mOTU_v2_2072	0	0	0	0	0
Nevskia soli [ref_mOTU_v2_2073]	Nevskia soli 	ref_mOTU_v2_2073	0	0	0	0	1
Niabella aurantiaca [ref_mOTU_v2_2074]	Niabella aurantiaca 	ref_mOTU_v2_2074	0	0	0	0	1
Niabella soli [ref_mOTU_v2_5179]	Niabella soli 	ref_mOTU_v2_5179	0	0	0	0	1
Niameybacter massiliensis [meta_mOTU_v2_7610]	Niameybacter massiliensis 	meta_mOTU_v2_7610	1	0	0	0	0
Niastella koreensis [ref_mOTU_v2_4834]	Niastella koreensis 	ref_mOTU_v2_4834	0	0	0	0	1
Nitratifractor salsuginis [ref_mOTU_v2_4914]	Nitratifractor salsuginis 	ref_mOTU_v2_4914	0	0	1	0	0
Nitratireductor aquibiodomus [ref_mOTU_v2_0737]	Nitratireductor aquibiodomus 	ref_mOTU_v2_0737	0	0	0	0	0
Nitratireductor basaltis [ref_mOTU_v2_4322]	Nitratireductor basaltis 	ref_mOTU_v2_4322	0	0	0	0	0
Nitratireductor indicus [ref_mOTU_v2_2673]	Nitratireductor indicus 	ref_mOTU_v2_2673	0	0	0	0	0
Nitratireductor pacificus [ref_mOTU_v2_4156]	Nitratireductor pacificus 	ref_mOTU_v2_4156	0	0	0	0	0
Nitratiruptor sp. SB155-2 [ref_mOTU_v2_4123]	Nitratiruptor sp. SB155-2 	ref_mOTU_v2_4123	0	0	0	0	0
Nitrincola lacisaponensis [ref_mOTU_v2_3858]	Nitrincola lacisaponensis 	ref_mOTU_v2_3858	0	0	0	0	0
Nitrincola nitratireducens [ref_mOTU_v2_2657]	Nitrincola nitratireducens 	ref_mOTU_v2_2657	0	0	0	0	0
Nitrincola sp. A-D6 [ref_mOTU_v2_3665]	Nitrincola sp. A-D6 	ref_mOTU_v2_3665	0	0	0	0	1
Nitritalea halalkaliphila [ref_mOTU_v2_2456]	Nitritalea halalkaliphila 	ref_mOTU_v2_2456	0	0	0	0	0
Nitrobacter hamburgensis [ref_mOTU_v2_4002]	Nitrobacter hamburgensis 	ref_mOTU_v2_4002	0	0	0	0	1
Nitrobacter winogradskyi [ref_mOTU_v2_4003]	Nitrobacter winogradskyi 	ref_mOTU_v2_4003	0	0	1	0	0
Nitrococcus mobilis [ref_mOTU_v2_3958]	Nitrococcus mobilis 	ref_mOTU_v2_3958	0	0	0	0	1
Nitrosococcus halophilus [ref_mOTU_v2_4323]	Nitrosococcus halophilus 	ref_mOTU_v2_4323	0	0	0	0	1
Nitrosococcus oceani [ref_mOTU_v2_1342]	Nitrosococcus oceani 	ref_mOTU_v2_1342	0	0	0	0	0
Nitrosococcus watsonii [ref_mOTU_v2_1675]	Nitrosococcus watsonii 	ref_mOTU_v2_1675	0	0	0	0	1
Nitrosomonas cryotolerans [ref_mOTU_v2_2258]	Nitrosomonas cryotolerans 	ref_mOTU_v2_2258	0	0	0	0	0
Nitrosomonas europaea [ref_mOTU_v2_3795]	Nitrosomonas europaea 	ref_mOTU_v2_3795	0	0	0	0	1
Nitrosomonas eutropha [ref_mOTU_v2_4028]	Nitrosomonas eutropha 	ref_mOTU_v2_4028	0	0	0	0	0
Nitrosomonas sp. AL212 [ref_mOTU_v2_3658]	Nitrosomonas sp. AL212 	ref_mOTU_v2_3658	0	0	0	0	0
Nitrosomonas sp. Is79A3 [ref_mOTU_v2_3841]	Nitrosomonas sp. Is79A3 	ref_mOTU_v2_3841	0	0	0	0	0
Nitrosopumilus maritimus [ref_mOTU_v2_4242]	Nitrosopumilus maritimus 	ref_mOTU_v2_4242	0	0	0	0	1
Nitrososphaera viennensis [ref_mOTU_v2_5166]	Nitrososphaera viennensis 	ref_mOTU_v2_5166	0	0	0	0	0
Nitrosospira briensis [ref_mOTU_v2_2828]	Nitrosospira briensis 	ref_mOTU_v2_2828	0	0	0	0	0
Nitrosospira lacus [ref_mOTU_v2_2938]	Nitrosospira lacus 	ref_mOTU_v2_2938	0	0	0	0	0
Nitrosospira multiformis [ref_mOTU_v2_4005]	Nitrosospira multiformis 	ref_mOTU_v2_4005	0	0	0	0	1
Nitrospina gracilis [meta_mOTU_v2_5662]	Nitrospina gracilis 	meta_mOTU_v2_5662	#N/A	#N/A	#N/A	#N/A	#N/A
Nitrospina gracilis [ref_mOTU_v2_2825]	Nitrospina gracilis 	ref_mOTU_v2_2825	0	0	0	0	0
Nitrospina sp. AB-629-B18 [ref_mOTU_v2_2251]	Nitrospina sp. AB-629-B18 	ref_mOTU_v2_2251	0	0	0	0	0
Nitrospina sp. SCGC AAA288-L16 [ref_mOTU_v2_5147]	Nitrospina sp. SCGC AAA288-L16 	ref_mOTU_v2_5147	0	0	0	0	0
Nitrospira defluvii [ref_mOTU_v2_4019]	Nitrospira defluvii 	ref_mOTU_v2_4019	0	0	0	0	0
Niveispirillum irakense [ref_mOTU_v2_1880]	Niveispirillum irakense 	ref_mOTU_v2_1880	0	0	0	0	0
Nocardia abscessus [ref_mOTU_v2_2518]	Nocardia abscessus 	ref_mOTU_v2_2518	0	0	0	0	1
Nocardia aobensis [ref_mOTU_v2_0782]	Nocardia aobensis 	ref_mOTU_v2_0782	0	0	0	0	1
Nocardia asteroides [ref_mOTU_v2_0389]	Nocardia asteroides 	ref_mOTU_v2_0389	0	0	0	0	1
Nocardia brasiliensis [ref_mOTU_v2_0578]	Nocardia brasiliensis 	ref_mOTU_v2_0578	0	0	0	0	1
Nocardia brevicatena [ref_mOTU_v2_2519]	Nocardia brevicatena 	ref_mOTU_v2_2519	0	0	0	0	1
Nocardia carnea [ref_mOTU_v2_0783]	Nocardia carnea 	ref_mOTU_v2_0783	0	0	0	0	1
Nocardia concava [ref_mOTU_v2_2528]	Nocardia concava 	ref_mOTU_v2_2528	0	0	0	0	1
Nocardia cyriacigeorgica [ref_mOTU_v2_2241]	Nocardia cyriacigeorgica 	ref_mOTU_v2_2241	0	0	0	0	1
Nocardia exalbida [ref_mOTU_v2_2520]	Nocardia exalbida 	ref_mOTU_v2_2520	0	0	0	0	1
Nocardia farcinica [ref_mOTU_v2_3830]	Nocardia farcinica 	ref_mOTU_v2_3830	0	0	0	0	1
Nocardia higoensis [ref_mOTU_v2_2521]	Nocardia higoensis 	ref_mOTU_v2_2521	0	0	0	0	1
Nocardia jiangxiensis [ref_mOTU_v2_2522]	Nocardia jiangxiensis 	ref_mOTU_v2_2522	0	0	0	0	1
Nocardia niigatensis [ref_mOTU_v2_2523]	Nocardia niigatensis 	ref_mOTU_v2_2523	0	0	0	0	1
Nocardia nova [ref_mOTU_v2_3355]	Nocardia nova 	ref_mOTU_v2_3355	0	0	0	0	1
Nocardia otitidiscaviarum [ref_mOTU_v2_0784]	Nocardia otitidiscaviarum 	ref_mOTU_v2_0784	0	0	0	0	1
Nocardia paucivorans [ref_mOTU_v2_2524]	Nocardia paucivorans 	ref_mOTU_v2_2524	0	0	0	0	1
Nocardia pneumoniae [ref_mOTU_v2_2526]	Nocardia pneumoniae 	ref_mOTU_v2_2526	0	0	0	0	1
Nocardia rhamnosiphila [ref_mOTU_v2_4233]	Nocardia rhamnosiphila 	ref_mOTU_v2_4233	0	0	0	0	1
Nocardia sp. 348MFTsu5.1 [ref_mOTU_v2_2388]	Nocardia sp. 348MFTsu5.1 	ref_mOTU_v2_2388	0	0	0	0	1
Nocardia sp. BMG111209 [ref_mOTU_v2_2355]	Nocardia sp. BMG111209 	ref_mOTU_v2_2355	0	0	0	0	1
Nocardia sp. BMG51109 [ref_mOTU_v2_1679]	Nocardia sp. BMG51109 	ref_mOTU_v2_1679	0	0	0	0	1
Nocardia sp. CNY236 [ref_mOTU_v2_2383]	Nocardia sp. CNY236 	ref_mOTU_v2_2383	0	0	0	0	1
Nocardia takedensis [ref_mOTU_v2_2525]	Nocardia takedensis 	ref_mOTU_v2_2525	0	0	0	0	1
Nocardia testacea [ref_mOTU_v2_2527]	Nocardia testacea 	ref_mOTU_v2_2527	0	0	0	0	1
Nocardia transvalensis [ref_mOTU_v2_2530]	Nocardia transvalensis 	ref_mOTU_v2_2530	0	0	0	0	1
Nocardia veterana [ref_mOTU_v2_2529]	Nocardia veterana 	ref_mOTU_v2_2529	0	0	0	0	1
Nocardioidaceae bacterium Broad-1 [ref_mOTU_v2_4198]	Nocardioidaceae bacterium Broad-1 	ref_mOTU_v2_4198	0	0	0	0	0
Nocardioides halotolerans [ref_mOTU_v2_2075]	Nocardioides halotolerans 	ref_mOTU_v2_2075	0	0	0	0	1
Nocardioides sp. CF8 [ref_mOTU_v2_1769]	Nocardioides sp. CF8 	ref_mOTU_v2_1769	0	0	0	0	1
Nocardioides sp. Iso805N [ref_mOTU_v2_2915]	Nocardioides sp. Iso805N 	ref_mOTU_v2_2915	0	0	0	0	1
Nocardioides sp. J54 [ref_mOTU_v2_5204]	Nocardioides sp. J54 	ref_mOTU_v2_5204	0	0	0	0	1
Nocardioides sp. JS614 [ref_mOTU_v2_3747]	Nocardioides sp. JS614 	ref_mOTU_v2_3747	0	0	0	0	1
Nocardioides sp. URHA0020 [ref_mOTU_v2_3175]	Nocardioides sp. URHA0020 	ref_mOTU_v2_3175	0	0	0	0	1
Nocardiopsis alba [ref_mOTU_v2_0780]	Nocardiopsis alba 	ref_mOTU_v2_0780	0	0	0	0	1
Nocardiopsis alkaliphila [ref_mOTU_v2_2768]	Nocardiopsis alkaliphila 	ref_mOTU_v2_2768	0	0	0	0	1
Nocardiopsis baichengensis [ref_mOTU_v2_2732]	Nocardiopsis baichengensis 	ref_mOTU_v2_2732	0	0	0	0	1
Nocardiopsis dassonvillei [ref_mOTU_v2_0700]	Nocardiopsis dassonvillei 	ref_mOTU_v2_0700	0	0	0	0	0
Nocardiopsis ganjiahuensis [ref_mOTU_v2_0917]	Nocardiopsis ganjiahuensis 	ref_mOTU_v2_0917	0	0	0	0	1
Nocardiopsis kunsanensis [ref_mOTU_v2_2766]	Nocardiopsis kunsanensis 	ref_mOTU_v2_2766	0	0	0	0	1
Nocardiopsis potens [ref_mOTU_v2_4524]	Nocardiopsis potens 	ref_mOTU_v2_4524	0	0	0	0	1
Nocardiopsis prasina [ref_mOTU_v2_2765]	Nocardiopsis prasina 	ref_mOTU_v2_2765	0	0	0	0	1
Nocardiopsis salina [ref_mOTU_v2_2771]	Nocardiopsis salina 	ref_mOTU_v2_2771	0	0	0	0	1
Nocardiopsis sp. CNT312 [ref_mOTU_v2_2279]	Nocardiopsis sp. CNT312 	ref_mOTU_v2_2279	0	0	0	0	0
Nocardiopsis valliformis [ref_mOTU_v2_0918]	Nocardiopsis valliformis 	ref_mOTU_v2_0918	0	0	0	0	1
Nocardiopsis xinjiangensis [ref_mOTU_v2_2769]	Nocardiopsis xinjiangensis 	ref_mOTU_v2_2769	0	0	0	0	1
Nodosilinea nodulosa [ref_mOTU_v2_2429]	Nodosilinea nodulosa 	ref_mOTU_v2_2429	0	0	0	0	0
Nodularia spumigena [ref_mOTU_v2_1338]	Nodularia spumigena 	ref_mOTU_v2_1338	0	0	0	0	1
Nonlabens dokdonensis [ref_mOTU_v2_4599]	Nonlabens dokdonensis 	ref_mOTU_v2_4599	0	0	0	0	0
Nonlabens sediminis [ref_mOTU_v2_3990]	Nonlabens sediminis 	ref_mOTU_v2_3990	0	0	0	0	0
Nonlabens ulvanivorans [ref_mOTU_v2_1526]	Nonlabens ulvanivorans 	ref_mOTU_v2_1526	0	0	0	0	0
Nonlabens ulvanivorans [ref_mOTU_v2_1527]	Nonlabens ulvanivorans 	ref_mOTU_v2_1527	0	0	0	0	0
Nonomuraea coxensis [ref_mOTU_v2_2076]	Nonomuraea coxensis 	ref_mOTU_v2_2076	0	0	0	0	0
Nosocomiicoccus massiliensis [ref_mOTU_v2_2686]	Nosocomiicoccus massiliensis 	ref_mOTU_v2_2686	0	0	0	0	1
Nostoc punctiforme [ref_mOTU_v2_4656]	Nostoc punctiforme 	ref_mOTU_v2_4656	0	0	0	0	1
Nostoc sp. PCC 7107 [ref_mOTU_v2_3982]	Nostoc sp. PCC 7107 	ref_mOTU_v2_3982	0	0	0	0	0
Nostoc sp. PCC 7120 [ref_mOTU_v2_1620]	Nostoc sp. PCC 7120 	ref_mOTU_v2_1620	0	0	0	0	1
Nostoc sp. PCC 7524 [ref_mOTU_v2_3882]	Nostoc sp. PCC 7524 	ref_mOTU_v2_3882	0	0	0	0	0
Novispirillum itersonii [ref_mOTU_v2_2875]	Novispirillum itersonii 	ref_mOTU_v2_2875	0	0	0	0	0
Novosphingobium acidiphilum [ref_mOTU_v2_2077]	Novosphingobium acidiphilum 	ref_mOTU_v2_2077	0	0	0	0	0
Novosphingobium aromaticivorans [ref_mOTU_v2_3881]	Novosphingobium aromaticivorans 	ref_mOTU_v2_3881	0	0	0	0	1
Novosphingobium lindaniclasticum [ref_mOTU_v2_1760]	Novosphingobium lindaniclasticum 	ref_mOTU_v2_1760	0	0	0	0	0
Novosphingobium nitrogenifigens [ref_mOTU_v2_1540]	Novosphingobium nitrogenifigens 	ref_mOTU_v2_1540	0	0	0	0	0
Novosphingobium pentaromativorans [ref_mOTU_v2_0322]	Novosphingobium pentaromativorans 	ref_mOTU_v2_0322	0	0	0	0	1
Novosphingobium resinovorum [ref_mOTU_v2_3690]	Novosphingobium resinovorum 	ref_mOTU_v2_3690	0	0	0	0	0
Novosphingobium sp. AP12 [ref_mOTU_v2_2295]	Novosphingobium sp. AP12 	ref_mOTU_v2_2295	0	0	0	0	0
Novosphingobium sp. Rr 2-17 [ref_mOTU_v2_4497]	Novosphingobium sp. Rr 2-17 	ref_mOTU_v2_4497	0	0	0	0	0
Novosphingobium tardaugens [ref_mOTU_v2_2588]	Novosphingobium tardaugens 	ref_mOTU_v2_2588	0	0	0	0	1
Oceanibaculum indicum [ref_mOTU_v2_2534]	Oceanibaculum indicum 	ref_mOTU_v2_2534	0	0	0	0	1
Oceanibulbus indolifex [ref_mOTU_v2_4151]	Oceanibulbus indolifex 	ref_mOTU_v2_4151	0	0	0	0	1
Oceanicaulis alexandrii [ref_mOTU_v2_2078]	Oceanicaulis alexandrii 	ref_mOTU_v2_2078	0	0	0	0	0
Oceanicaulis sp. HL-87 [ref_mOTU_v2_3552]	Oceanicaulis sp. HL-87 	ref_mOTU_v2_3552	0	0	0	0	0
Oceanicaulis sp. HTCC2633 [ref_mOTU_v2_3947]	Oceanicaulis sp. HTCC2633 	ref_mOTU_v2_3947	0	0	0	0	1
Oceanicola granulosus [ref_mOTU_v2_3948]	Oceanicola granulosus 	ref_mOTU_v2_3948	0	0	0	0	1
Oceanicola sp. HL-35 [ref_mOTU_v2_3009]	Oceanicola sp. HL-35 	ref_mOTU_v2_3009	0	0	0	0	0
Oceanicola sp. MCTG156 [ref_mOTU_v2_3361]	Oceanicola sp. MCTG156 	ref_mOTU_v2_3361	0	0	0	0	0
Oceanimonas smirnovii [ref_mOTU_v2_2873]	Oceanimonas smirnovii 	ref_mOTU_v2_2873	0	0	0	0	0
Oceanimonas sp. GK1 [ref_mOTU_v2_4382]	Oceanimonas sp. GK1 	ref_mOTU_v2_4382	0	0	0	0	0
Oceaniovalibus guishaninsula [ref_mOTU_v2_2679]	Oceaniovalibus guishaninsula 	ref_mOTU_v2_2679	0	0	0	0	0
Oceanithermus profundus [ref_mOTU_v2_4755]	Oceanithermus profundus 	ref_mOTU_v2_4755	0	0	0	1	0
Oceanobacillus iheyensis [ref_mOTU_v2_3782]	Oceanobacillus iheyensis 	ref_mOTU_v2_3782	0	0	0	0	1
Oceanobacillus kimchii [ref_mOTU_v2_2744]	Oceanobacillus kimchii 	ref_mOTU_v2_2744	0	0	0	0	0
Oceanobacillus manasiensis [ref_mOTU_v2_4582]	Oceanobacillus manasiensis 	ref_mOTU_v2_4582	0	0	0	0	0
Oceanobacillus massiliensis [ref_mOTU_v2_5251]	Oceanobacillus massiliensis 	ref_mOTU_v2_5251	0	0	0	0	0
Oceanobacillus picturae [ref_mOTU_v2_3709]	Oceanobacillus picturae 	ref_mOTU_v2_3709	0	0	0	0	0
Oceanobacillus sp. S5 [ref_mOTU_v2_3508]	Oceanobacillus sp. S5 	ref_mOTU_v2_3508	0	0	0	0	0
Oceanospirillales sp. [ref_mOTU_v2_5230]	Oceanospirillales sp. 	ref_mOTU_v2_5230	0	0	0	0	0
Ochrobactrum anthropi [ref_mOTU_v2_0639]	Ochrobactrum anthropi 	ref_mOTU_v2_0639	0	0	0	0	0
Ochrobactrum intermedium [ref_mOTU_v2_0894]	Ochrobactrum intermedium 	ref_mOTU_v2_0894	0	0	0	0	1
Ochrobactrum rhizosphaerae [ref_mOTU_v2_3408]	Ochrobactrum rhizosphaerae 	ref_mOTU_v2_3408	0	0	0	0	0
Ochrobactrum sp. CDB2 [ref_mOTU_v2_4075]	Ochrobactrum sp. CDB2 	ref_mOTU_v2_4075	0	0	0	0	0
Octadecabacter antarcticus [ref_mOTU_v2_4153]	Octadecabacter antarcticus 	ref_mOTU_v2_4153	0	0	0	0	0
Octadecabacter arcticus [ref_mOTU_v2_4149]	Octadecabacter arcticus 	ref_mOTU_v2_4149	0	0	0	0	0
Odoribacter laneus [ref_mOTU_v2_4887]	Odoribacter laneus 	ref_mOTU_v2_4887	0	0	0	0	0
Odoribacter splanchnicus [ref_mOTU_v2_4846]	Odoribacter splanchnicus 	ref_mOTU_v2_4846	1	0	0	0	0
oeflea sp. BAL378 [ref_mOTU_v2_3669]	oeflea sp. BAL378 	ref_mOTU_v2_3669	0	0	0	0	0
Oenococcus kitaharae [ref_mOTU_v2_0189]	Oenococcus kitaharae 	ref_mOTU_v2_0189	0	0	0	0	0
Oenococcus oeni [ref_mOTU_v2_0504]	Oenococcus oeni 	ref_mOTU_v2_0504	0	0	1	0	0
Oerskovia turbata [ref_mOTU_v2_3708]	Oerskovia turbata 	ref_mOTU_v2_3708	0	0	0	0	0
Oleiagrimonas soli [ref_mOTU_v2_3664]	Oleiagrimonas soli 	ref_mOTU_v2_3664	0	0	0	0	0
Oligella ureolytica [ref_mOTU_v2_2080]	Oligella ureolytica 	ref_mOTU_v2_2080	0	0	0	0	0
Oligella urethralis [ref_mOTU_v2_0505]	Oligella urethralis 	ref_mOTU_v2_0505	0	0	0	0	0
Oligotropha carboxidovorans [ref_mOTU_v2_0128]	Oligotropha carboxidovorans 	ref_mOTU_v2_0128	0	0	0	0	0
Olivibacter sitiensis [ref_mOTU_v2_2081]	Olivibacter sitiensis 	ref_mOTU_v2_2081	0	0	0	0	0
Olleya marilimosa [ref_mOTU_v2_3127]	Olleya marilimosa 	ref_mOTU_v2_3127	0	0	0	0	0
Olleya sp. VCSM12 [ref_mOTU_v2_4904]	Olleya sp. VCSM12 	ref_mOTU_v2_4904	0	0	0	0	0
Olsenella profusa [ref_mOTU_v2_2234]	Olsenella profusa 	ref_mOTU_v2_2234	0	0	0	0	0
Olsenella sp. [ref_mOTU_v2_4726]	Olsenella sp. 	ref_mOTU_v2_4726	1	0	0	0	0
Olsenella sp. oral taxon 807 [meta_mOTU_v2_6361]	Olsenella sp. oral taxon 807 	meta_mOTU_v2_6361	#N/A	#N/A	#N/A	#N/A	#N/A
Olsenella uli [ref_mOTU_v2_0742]	Olsenella uli 	ref_mOTU_v2_0742	1	0	0	0	0
Opitutaceae sp. [ref_mOTU_v2_1324]	Opitutaceae sp. 	ref_mOTU_v2_1324	1	0	0	0	0
Opitutus terrae [ref_mOTU_v2_4280]	Opitutus terrae 	ref_mOTU_v2_4280	1	0	0	0	0
Orenia marismortui [ref_mOTU_v2_5161]	Orenia marismortui 	ref_mOTU_v2_5161	0	0	0	0	0
Oribacterium asaccharolyticum [ref_mOTU_v2_1508]	Oribacterium asaccharolyticum 	ref_mOTU_v2_1508	0	0	0	0	0
Oribacterium parvum [ref_mOTU_v2_1507]	Oribacterium parvum 	ref_mOTU_v2_1507	0	0	0	0	0
Oribacterium sinus [ref_mOTU_v2_4575]	Oribacterium sinus 	ref_mOTU_v2_4575	1	0	0	0	0
Oribacterium sp. [ref_mOTU_v2_1055]	Oribacterium sp. 	ref_mOTU_v2_1055	1	0	0	0	0
Oribacterium sp. FC2011 [ref_mOTU_v2_3289]	Oribacterium sp. FC2011 	ref_mOTU_v2_3289	1	0	0	0	0
Oribacterium sp. NK2B42 [ref_mOTU_v2_4802]	Oribacterium sp. NK2B42 	ref_mOTU_v2_4802	1	0	0	0	0
