mOTU_ID,mOTU_name
meta_mOTU_v2_7446,Sutterella sp. CAG:521 [meta_mOTU_v2_7446]
meta_mOTU_v2_7660,Sutterella sp. CAG:521 [meta_mOTU_v2_7660]
ref_mOTU_v2_0767,Sutterella wadsworthensis [ref_mOTU_v2_0767]
ref_mOTU_v2_4889,Sutterella wadsworthensis [ref_mOTU_v2_4889]
ref_mOTU_v2_3906,Symbiobacterium thermophilum [ref_mOTU_v2_3906]
ref_mOTU_v2_0597,Synechococcus elongatus [ref_mOTU_v2_0597]
ref_mOTU_v2_3941,Synechococcus sp. BL107 [ref_mOTU_v2_3941]
ref_mOTU_v2_3800,Synechococcus sp. CB0101 [ref_mOTU_v2_3800]
ref_mOTU_v2_3801,Synechococcus sp. CB0205 [ref_mOTU_v2_3801]
ref_mOTU_v2_4689,Synechococcus sp. CC9311 [ref_mOTU_v2_4689]
ref_mOTU_v2_1777,Synechococcus sp. CC9605 [ref_mOTU_v2_1777]
ref_mOTU_v2_1778,Synechococcus sp. CC9616 [ref_mOTU_v2_1778]
ref_mOTU_v2_3976,Synechococcus sp. CC9902 [ref_mOTU_v2_3976]
ref_mOTU_v2_3997,Synechococcus sp. JA-3-3Ab [ref_mOTU_v2_3997]
ref_mOTU_v2_2876,Synechococcus sp. KORDI-100 [ref_mOTU_v2_2876]
ref_mOTU_v2_4573,Synechococcus sp. KORDI-49 [ref_mOTU_v2_4573]
ref_mOTU_v2_4574,Synechococcus sp. KORDI-52 [ref_mOTU_v2_4574]
ref_mOTU_v2_3277,Synechococcus sp. NKBG15041c [ref_mOTU_v2_3277]
ref_mOTU_v2_3744,Synechococcus sp. PCC 6312 [ref_mOTU_v2_3744]
ref_mOTU_v2_5150,Synechococcus sp. PCC 7335 [ref_mOTU_v2_5150]
ref_mOTU_v2_3743,Synechococcus sp. PCC 7336 [ref_mOTU_v2_3743]
ref_mOTU_v2_2402,Synechococcus sp. PCC 7502 [ref_mOTU_v2_2402]
ref_mOTU_v2_3975,Synechococcus sp. RCC307 [ref_mOTU_v2_3975]
ref_mOTU_v2_3784,Synechococcus sp. RS9916 [ref_mOTU_v2_3784]
ref_mOTU_v2_3785,Synechococcus sp. RS9917 [ref_mOTU_v2_3785]
ref_mOTU_v2_4805,Synechococcus sp. WH 5701 [ref_mOTU_v2_4805]
ref_mOTU_v2_3994,Synechococcus sp. WH 7803 [ref_mOTU_v2_3994]
ref_mOTU_v2_4621,Synechococcus sp. WH 7805 [ref_mOTU_v2_4621]
ref_mOTU_v2_3703,Synechococcus sp. WH 8016 [ref_mOTU_v2_3703]
ref_mOTU_v2_4994,Synechococcus sp. WH 8102 [ref_mOTU_v2_4994]
ref_mOTU_v2_3702,Synechococcus sp. WH 8109 [ref_mOTU_v2_3702]
ref_mOTU_v2_1341,Synechococcus sp. [ref_mOTU_v2_1341]
ref_mOTU_v2_3998,Synechococcus sp. [ref_mOTU_v2_3998]
ref_mOTU_v2_2312,Synechocystis sp. PCC 6714 [ref_mOTU_v2_2312]
ref_mOTU_v2_0307,Synechocystis sp. PCC 6803 [ref_mOTU_v2_0307]
ref_mOTU_v2_5170,Synechocystis sp. PCC 7509 [ref_mOTU_v2_5170]
ref_mOTU_v2_3877,Synergistes jonesii [ref_mOTU_v2_3877]
ref_mOTU_v2_4289,Synergistes sp. 3_1_syn1 [ref_mOTU_v2_4289]
ref_mOTU_v2_4030,Syntrophobacter fumaroxidans [ref_mOTU_v2_4030]
ref_mOTU_v2_4695,Syntrophobotulus glycolicus [ref_mOTU_v2_4695]
ref_mOTU_v2_4029,Syntrophomonas wolfei [ref_mOTU_v2_4029]
ref_mOTU_v2_5136,Syntrophorhabdus aromaticivorans [ref_mOTU_v2_5136]
ref_mOTU_v2_4680,Syntrophothermus lipocalidus [ref_mOTU_v2_4680]
ref_mOTU_v2_4521,Syntrophus aciditrophicus [ref_mOTU_v2_4521]
ref_mOTU_v2_3757,Tannerella forsythia [ref_mOTU_v2_3757]
meta_mOTU_v2_6291,Tannerella sp. oral taxon HOT-286 [meta_mOTU_v2_6291]
ref_mOTU_v2_4676,Tatumella morbirosei [ref_mOTU_v2_4676]
ref_mOTU_v2_0073,Tatumella ptyseos [ref_mOTU_v2_0073]
ref_mOTU_v2_3101,Tatumella saanichensis [ref_mOTU_v2_3101]
ref_mOTU_v2_0092,Taylorella asinigenitalis [ref_mOTU_v2_0092]
ref_mOTU_v2_1332,Taylorella equigenitalis [ref_mOTU_v2_1332]
ref_mOTU_v2_3123,Tenacibaculum maritimum [ref_mOTU_v2_3123]
ref_mOTU_v2_3171,Tenacibaculum sp. 47A_GOM-205m [ref_mOTU_v2_3171]
meta_mOTU_v2_7627,Tenericutes bacterium ADurb.BinA155 [meta_mOTU_v2_7627]
ref_mOTU_v2_0792,Tepidanaerobacter acetatoxydans [ref_mOTU_v2_0792]
ref_mOTU_v2_3067,Tepidicaulis marinus [ref_mOTU_v2_3067]
ref_mOTU_v2_2188,Tepidiphilus margaritifer [ref_mOTU_v2_2188]
ref_mOTU_v2_2189,Terasakiella pusilla [ref_mOTU_v2_2189]
ref_mOTU_v2_0249,Teredinibacter turnerae [ref_mOTU_v2_0249]
ref_mOTU_v2_0250,Teredinibacter turnerae [ref_mOTU_v2_0250]
ref_mOTU_v2_2389,Terracoccus sp. 273MFTsu3.1 [ref_mOTU_v2_2389]
ref_mOTU_v2_4583,Terribacillus aidingensis [ref_mOTU_v2_4583]
ref_mOTU_v2_5163,Terriglobus roseus [ref_mOTU_v2_5163]
ref_mOTU_v2_4186,Terriglobus saanensis [ref_mOTU_v2_4186]
ref_mOTU_v2_1907,Terrisporobacter glycolicus [ref_mOTU_v2_1907]
ref_mOTU_v2_5246,Tetragenococcus halophilus [ref_mOTU_v2_5246]
ref_mOTU_v2_2190,Tetragenococcus muriaticus [ref_mOTU_v2_2190]
ref_mOTU_v2_2463,Tetrasphaera elongata [ref_mOTU_v2_2463]
ref_mOTU_v2_0857,Thalassobacter stenotrophicus [ref_mOTU_v2_0857]
ref_mOTU_v2_2192,Thalassobaculum salexigens [ref_mOTU_v2_2192]
ref_mOTU_v2_4648,Thalassobium sp. R2A62 [ref_mOTU_v2_4648]
ref_mOTU_v2_0789,Thalassolituus oleivorans [ref_mOTU_v2_0789]
ref_mOTU_v2_3637,Thalassospira australica [ref_mOTU_v2_3637]
ref_mOTU_v2_2193,Thalassospira lucentensis [ref_mOTU_v2_2193]
ref_mOTU_v2_0536,Thalassospira permensis/xiamenensis [ref_mOTU_v2_0536]
ref_mOTU_v2_2414,Thalassospira profundimaris [ref_mOTU_v2_2414]
ref_mOTU_v2_3642,Thalassotalea sp. ND16A [ref_mOTU_v2_3642]
ref_mOTU_v2_0537,Thauera linaloolentis [ref_mOTU_v2_0537]
ref_mOTU_v2_4358,Thauera sp. 63 [ref_mOTU_v2_4358]
ref_mOTU_v2_4995,Thauera sp. MZ1T [ref_mOTU_v2_4995]
ref_mOTU_v2_1335,Thauera sp. [ref_mOTU_v2_1335]
ref_mOTU_v2_3118,Thauera terpenica [ref_mOTU_v2_3118]
meta_mOTU_v2_7431,Thaumarchaeota archaeon RBG_16_49_8 [meta_mOTU_v2_7431]
meta_mOTU_v2_7464,Thaumarchaeota archaeon RBG_16_49_8 [meta_mOTU_v2_7464]
meta_mOTU_v2_7528,Thaumarchaeota archaeon RBG_16_49_8 [meta_mOTU_v2_7528]
ref_mOTU_v2_1259,Thaumarchaeota sp. [ref_mOTU_v2_1259]
ref_mOTU_v2_1260,Thaumarchaeota sp. [ref_mOTU_v2_1260]
ref_mOTU_v2_2250,Thaumarchaeota sp. [ref_mOTU_v2_2250]
ref_mOTU_v2_2983,Thaumarchaeota sp. [ref_mOTU_v2_2983]
ref_mOTU_v2_3126,Thaumarchaeota sp. [ref_mOTU_v2_3126]
ref_mOTU_v2_3276,Thaumarchaeota sp. [ref_mOTU_v2_3276]
ref_mOTU_v2_5146,Thaumarchaeota sp. [ref_mOTU_v2_5146]
ref_mOTU_v2_0327,Thermacetogenium phaeum [ref_mOTU_v2_0327]
ref_mOTU_v2_4691,Thermaerobacter marianensis [ref_mOTU_v2_4691]
ref_mOTU_v2_5039,Thermaerobacter subterraneus [ref_mOTU_v2_5039]
ref_mOTU_v2_4430,Thermanaerovibrio acidaminovorans [ref_mOTU_v2_4430]
ref_mOTU_v2_5164,Thermanaerovibrio velox [ref_mOTU_v2_5164]
ref_mOTU_v2_1732,Thermicanus aegyptius [ref_mOTU_v2_1732]
ref_mOTU_v2_4655,Thermincola potens [ref_mOTU_v2_4655]
ref_mOTU_v2_2194,Thermithiobacillus tepidarius [ref_mOTU_v2_2194]
ref_mOTU_v2_3056,Thermoactinomyces daqus [ref_mOTU_v2_3056]
ref_mOTU_v2_3643,Thermoactinomyces sp. Gus2-1 [ref_mOTU_v2_3643]
ref_mOTU_v2_0556,Thermoanaerobacter ethanolicus/pseudethanolicus [ref_mOTU_v2_0556]
ref_mOTU_v2_3802,Thermoanaerobacter kivui [ref_mOTU_v2_3802]
ref_mOTU_v2_0555,Thermoanaerobacter sp. [ref_mOTU_v2_0555]
ref_mOTU_v2_1003,Thermoanaerobacter sp. [ref_mOTU_v2_1003]
ref_mOTU_v2_0341,Thermoanaerobacterium saccharolyticum [ref_mOTU_v2_0341]
ref_mOTU_v2_1448,Thermoanaerobacterium thermosaccharolyticum [ref_mOTU_v2_1448]
ref_mOTU_v2_5002,Thermoanaerobacterium xylanolyticum [ref_mOTU_v2_5002]
ref_mOTU_v2_3020,Thermoanaerobaculum aquaticum [ref_mOTU_v2_3020]
ref_mOTU_v2_4868,Thermobacillus composti [ref_mOTU_v2_4868]
ref_mOTU_v2_4431,Thermobaculum terrenum [ref_mOTU_v2_4431]
ref_mOTU_v2_0702,Thermobifida fusca [ref_mOTU_v2_0702]
ref_mOTU_v2_4306,Thermobispora bispora [ref_mOTU_v2_4306]
ref_mOTU_v2_5237,Thermobrachium celere [ref_mOTU_v2_5237]
ref_mOTU_v2_4150,Thermococcus barophilus [ref_mOTU_v2_4150]
ref_mOTU_v2_3700,Thermococcus cleftensis [ref_mOTU_v2_3700]
ref_mOTU_v2_3610,Thermococcus eurythermalis [ref_mOTU_v2_3610]
ref_mOTU_v2_4603,Thermococcus gammatolerans [ref_mOTU_v2_4603]
ref_mOTU_v2_4803,Thermococcus kodakarensis [ref_mOTU_v2_4803]
ref_mOTU_v2_4415,Thermococcus litoralis [ref_mOTU_v2_4415]
ref_mOTU_v2_3745,Thermococcus nautili [ref_mOTU_v2_3745]
ref_mOTU_v2_4416,Thermococcus onnurineus [ref_mOTU_v2_4416]
ref_mOTU_v2_4563,Thermococcus paralvinellae [ref_mOTU_v2_4563]
ref_mOTU_v2_4623,Thermococcus sibiricus [ref_mOTU_v2_4623]
ref_mOTU_v2_1648,Thermococcus sp. 4557 [ref_mOTU_v2_1648]
ref_mOTU_v2_3829,Thermococcus sp. AM4 [ref_mOTU_v2_3829]
ref_mOTU_v2_5144,Thermococcus sp. PK [ref_mOTU_v2_5144]
ref_mOTU_v2_2323,Thermococcus zilligii [ref_mOTU_v2_2323]
ref_mOTU_v2_4661,Thermocrinis albus [ref_mOTU_v2_4661]
ref_mOTU_v2_5192,Thermocrinis ruber [ref_mOTU_v2_5192]
ref_mOTU_v2_3024,Thermocrinis sp. GBS [ref_mOTU_v2_3024]
ref_mOTU_v2_1796,Thermocrispum agreste [ref_mOTU_v2_1796]
ref_mOTU_v2_2195,Thermodesulfatator atlanticus [ref_mOTU_v2_2195]
ref_mOTU_v2_4745,Thermodesulfatator indicus [ref_mOTU_v2_4745]
ref_mOTU_v2_1328,Thermodesulfobacterium commune [ref_mOTU_v2_1328]
ref_mOTU_v2_4975,Thermodesulfobacterium geofontis [ref_mOTU_v2_4975]
ref_mOTU_v2_2196,Thermodesulfobacterium hveragerdense [ref_mOTU_v2_2196]
ref_mOTU_v2_3697,Thermodesulfobacterium hydrogeniphilum [ref_mOTU_v2_3697]
ref_mOTU_v2_2197,Thermodesulfobacterium thermophilum [ref_mOTU_v2_2197]
ref_mOTU_v2_4908,Thermodesulfobium narugense [ref_mOTU_v2_4908]
ref_mOTU_v2_0538,Thermodesulfovibrio islandicus/yellowstonii [ref_mOTU_v2_0538]
ref_mOTU_v2_2198,Thermodesulfovibrio thiophilus [ref_mOTU_v2_2198]
ref_mOTU_v2_4086,Thermofilum pendens [ref_mOTU_v2_4086]
ref_mOTU_v2_3142,Thermofilum sp. 1910b [ref_mOTU_v2_3142]
ref_mOTU_v2_3188,Thermogemmatispora carboxidivorans [ref_mOTU_v2_3188]
ref_mOTU_v2_2434,Thermogladius cellulolyticus [ref_mOTU_v2_2434]
ref_mOTU_v2_3928,Thermomicrobium roseum [ref_mOTU_v2_3928]
ref_mOTU_v2_2199,Thermomonas fusca [ref_mOTU_v2_2199]
ref_mOTU_v2_4316,Thermomonospora curvata [ref_mOTU_v2_4316]
ref_mOTU_v2_3026,Thermonema rossianum [ref_mOTU_v2_3026]
ref_mOTU_v2_3573,Thermopetrobacter sp. TC1 [ref_mOTU_v2_3573]
ref_mOTU_v2_4120,Thermophagus xiamenensis [ref_mOTU_v2_4120]
ref_mOTU_v2_3873,Thermoplasma acidophilum [ref_mOTU_v2_3873]
ref_mOTU_v2_3874,Thermoplasma volcanium [ref_mOTU_v2_3874]
ref_mOTU_v2_1673,Thermoplasmatales sp. [ref_mOTU_v2_1673]
ref_mOTU_v2_4967,Thermoproteus tenax [ref_mOTU_v2_4967]
ref_mOTU_v2_5304,Thermoproteus uzoniensis [ref_mOTU_v2_5304]
ref_mOTU_v2_3190,Thermorudis peleae [ref_mOTU_v2_3190]
ref_mOTU_v2_4492,Thermosediminibacter oceani [ref_mOTU_v2_4492]
ref_mOTU_v2_4188,Thermosinus carboxydivorans [ref_mOTU_v2_4188]
ref_mOTU_v2_0688,Thermosipho africanus [ref_mOTU_v2_0688]
ref_mOTU_v2_4133,Thermosipho melanesiensis [ref_mOTU_v2_4133]
ref_mOTU_v2_4649,Thermosphaera aggregans [ref_mOTU_v2_4649]
ref_mOTU_v2_3751,Thermosynechococcus elongatus [ref_mOTU_v2_3751]
ref_mOTU_v2_3237,Thermosynechococcus sp. NK55a [ref_mOTU_v2_3237]
ref_mOTU_v2_0657,Thermotoga maritima [ref_mOTU_v2_0657]
ref_mOTU_v2_0658,Thermotoga naphthophila/petrophila [ref_mOTU_v2_0658]
ref_mOTU_v2_1000,Thermotoga neapolitana [ref_mOTU_v2_1000]
ref_mOTU_v2_2674,Thermotoga sp. Mc24 [ref_mOTU_v2_2674]
ref_mOTU_v2_4701,Thermovibrio ammonificans [ref_mOTU_v2_4701]
ref_mOTU_v2_4559,Thermovirga lienii [ref_mOTU_v2_4559]
ref_mOTU_v2_3450,Thermus amyloliquefaciens [ref_mOTU_v2_3450]
ref_mOTU_v2_2200,Thermus antranikianii [ref_mOTU_v2_2200]
ref_mOTU_v2_4364,Thermus aquaticus [ref_mOTU_v2_4364]
ref_mOTU_v2_3059,Thermus caliditerrae [ref_mOTU_v2_3059]
ref_mOTU_v2_2201,Thermus igniterrae [ref_mOTU_v2_2201]
ref_mOTU_v2_2202,Thermus islandicus [ref_mOTU_v2_2202]
ref_mOTU_v2_0540,Thermus oshimai [ref_mOTU_v2_0540]
ref_mOTU_v2_1048,Thermus parvatiensis/thermophilus [ref_mOTU_v2_1048]
ref_mOTU_v2_0541,Thermus scotoductus [ref_mOTU_v2_0541]
ref_mOTU_v2_3686,Thermus sp. 2.9 [ref_mOTU_v2_3686]
ref_mOTU_v2_1784,Thermus sp. CCB_US3_UF1 [ref_mOTU_v2_1784]
ref_mOTU_v2_3465,Thermus tengchongensis [ref_mOTU_v2_3465]
ref_mOTU_v2_4870,Thioalkalimicrobium aerophilum [ref_mOTU_v2_4870]
ref_mOTU_v2_4871,Thioalkalimicrobium cyclicum [ref_mOTU_v2_4871]
ref_mOTU_v2_2794,Thioalkalivibrio nitratireducens [ref_mOTU_v2_2794]
ref_mOTU_v2_4455,Thioalkalivibrio sp. AKL11 [ref_mOTU_v2_4455]
ref_mOTU_v2_2827,Thioalkalivibrio sp. AKL19 [ref_mOTU_v2_2827]
ref_mOTU_v2_0670,Thioalkalivibrio sp. ALE6 [ref_mOTU_v2_0670]
ref_mOTU_v2_2352,Thioalkalivibrio sp. ALJ16 [ref_mOTU_v2_2352]
ref_mOTU_v2_4456,Thioalkalivibrio sp. ALJ24 [ref_mOTU_v2_4456]
ref_mOTU_v2_2343,Thioalkalivibrio sp. ALJT [ref_mOTU_v2_2343]
ref_mOTU_v2_2344,Thioalkalivibrio sp. ALMg11 [ref_mOTU_v2_2344]
ref_mOTU_v2_4913,Thioalkalivibrio sp. ALSr1 [ref_mOTU_v2_4913]
ref_mOTU_v2_3534,Thioalkalivibrio sp. HK1 [ref_mOTU_v2_3534]
ref_mOTU_v2_0661,Thioalkalivibrio sp. [ref_mOTU_v2_0661]
ref_mOTU_v2_0663,Thioalkalivibrio sp. [ref_mOTU_v2_0663]
ref_mOTU_v2_0664,Thioalkalivibrio sp. [ref_mOTU_v2_0664]
ref_mOTU_v2_0665,Thioalkalivibrio sp. [ref_mOTU_v2_0665]
ref_mOTU_v2_0666,Thioalkalivibrio sp. [ref_mOTU_v2_0666]
ref_mOTU_v2_0667,Thioalkalivibrio sp. [ref_mOTU_v2_0667]
ref_mOTU_v2_0668,Thioalkalivibrio sp. [ref_mOTU_v2_0668]
ref_mOTU_v2_0669,Thioalkalivibrio sp. [ref_mOTU_v2_0669]
ref_mOTU_v2_1368,Thioalkalivibrio sulfidiphilus [ref_mOTU_v2_1368]
ref_mOTU_v2_4856,Thioalkalivibrio thiocyanodenitrificans [ref_mOTU_v2_4856]
ref_mOTU_v2_0662,Thioalkalivibrio thiocyanoxidans [ref_mOTU_v2_0662]
ref_mOTU_v2_4857,Thioalkalivibrio thiocyanoxidans [ref_mOTU_v2_4857]
ref_mOTU_v2_2203,Thiobacillus denitrificans [ref_mOTU_v2_2203]
ref_mOTU_v2_3905,Thiobacillus denitrificans [ref_mOTU_v2_3905]
ref_mOTU_v2_2204,Thiobacillus thioparus [ref_mOTU_v2_2204]
ref_mOTU_v2_4966,Thiocapsa marina [ref_mOTU_v2_4966]
ref_mOTU_v2_3033,Thioclava atlantica [ref_mOTU_v2_3033]
ref_mOTU_v2_2440,Thioclava dalianensis [ref_mOTU_v2_2440]
ref_mOTU_v2_3128,Thioclava indica [ref_mOTU_v2_3128]
ref_mOTU_v2_3132,Thioclava pacifica [ref_mOTU_v2_3132]
ref_mOTU_v2_4954,Thiocystis violascens [ref_mOTU_v2_4954]
ref_mOTU_v2_4955,Thioflavicoccus mobilis [ref_mOTU_v2_4955]
ref_mOTU_v2_2221,Thiomicrospira arctica [ref_mOTU_v2_2221]
ref_mOTU_v2_2222,Thiomicrospira chilensis [ref_mOTU_v2_2222]
ref_mOTU_v2_3979,Thiomicrospira crunogena [ref_mOTU_v2_3979]
ref_mOTU_v2_2223,Thiomicrospira halophila [ref_mOTU_v2_2223]
ref_mOTU_v2_2381,Thiomicrospira kuenenii [ref_mOTU_v2_2381]
ref_mOTU_v2_2224,Thiomicrospira pelophila [ref_mOTU_v2_2224]
ref_mOTU_v2_2225,Thiomicrospira sp. Kp2 [ref_mOTU_v2_2225]
ref_mOTU_v2_5130,Thiomicrospira sp. Milos-T1 [ref_mOTU_v2_5130]
ref_mOTU_v2_5131,Thiomicrospira sp. Milos-T2 [ref_mOTU_v2_5131]
ref_mOTU_v2_1386,Thiomonas arsenitoxydans/intermedia [ref_mOTU_v2_1386]
ref_mOTU_v2_2345,Thiomonas sp. FB-6 [ref_mOTU_v2_2345]
ref_mOTU_v2_2346,Thiomonas sp. FB-Cd [ref_mOTU_v2_2346]
ref_mOTU_v2_4956,Thiorhodococcus drewsii [ref_mOTU_v2_4956]
ref_mOTU_v2_2785,Thiorhodococcus sp. AK35 [ref_mOTU_v2_2785]
ref_mOTU_v2_4957,Thiorhodospira sibirica [ref_mOTU_v2_4957]
ref_mOTU_v2_4643,Thiorhodovibrio sp. 970 [ref_mOTU_v2_4643]
ref_mOTU_v2_2205,Thiothrix disciformis [ref_mOTU_v2_2205]
ref_mOTU_v2_2206,Thiothrix flexilis [ref_mOTU_v2_2206]
ref_mOTU_v2_2207,Thiothrix lacustris [ref_mOTU_v2_2207]
ref_mOTU_v2_5046,Thiothrix nivea [ref_mOTU_v2_5046]
ref_mOTU_v2_2415,Thiovulum sp. ES [ref_mOTU_v2_2415]
ref_mOTU_v2_1756,Timonella senegalensis [ref_mOTU_v2_1756]
ref_mOTU_v2_2920,Tissierellia bacterium S7-1-4 [ref_mOTU_v2_2920]
ref_mOTU_v2_1781,Tistrella mobilis [ref_mOTU_v2_1781]
ref_mOTU_v2_4607,Tolumonas auensis [ref_mOTU_v2_4607]
ref_mOTU_v2_2913,Tolumonas sp. BRL6-1 [ref_mOTU_v2_2913]
ref_mOTU_v2_3436,Tomitella biformata [ref_mOTU_v2_3436]
ref_mOTU_v2_1563,Trabulsiella guamensis [ref_mOTU_v2_1563]
ref_mOTU_v2_4458,Treponema azotonutricium [ref_mOTU_v2_4458]
ref_mOTU_v2_5127,Treponema brennaborense [ref_mOTU_v2_5127]
ref_mOTU_v2_5061,Treponema bryantii [ref_mOTU_v2_5061]
ref_mOTU_v2_4896,Treponema caldarium [ref_mOTU_v2_4896]
ref_mOTU_v2_1308,Treponema denticola [ref_mOTU_v2_1308]
ref_mOTU_v2_3046,Treponema lecithinolyticum [ref_mOTU_v2_3046]
ref_mOTU_v2_2231,Treponema maltophilum [ref_mOTU_v2_2231]
ref_mOTU_v2_2232,Treponema medium [ref_mOTU_v2_2232]
ref_mOTU_v2_0365,Treponema pallidum/paraluiscuniculi [ref_mOTU_v2_0365]
ref_mOTU_v2_2944,Treponema pedis [ref_mOTU_v2_2944]
ref_mOTU_v2_1029,Treponema phagedenis [ref_mOTU_v2_1029]
ref_mOTU_v2_4457,Treponema primitia [ref_mOTU_v2_4457]
ref_mOTU_v2_4866,Treponema primitia [ref_mOTU_v2_4866]
ref_mOTU_v2_3781,Treponema putidum [ref_mOTU_v2_3781]
ref_mOTU_v2_5128,Treponema saccharophilum [ref_mOTU_v2_5128]
ref_mOTU_v2_0552,Treponema socranskii [ref_mOTU_v2_0552]
ref_mOTU_v2_2233,Treponema socranskii [ref_mOTU_v2_2233]
ref_mOTU_v2_3318,Treponema sp. C6A8 [ref_mOTU_v2_3318]
ref_mOTU_v2_2230,Treponema sp. JC4 [ref_mOTU_v2_2230]
ref_mOTU_v2_3657,Treponema sp. OMZ 838 [ref_mOTU_v2_3657]
ref_mOTU_v2_5043,Treponema succinifaciens [ref_mOTU_v2_5043]
ref_mOTU_v2_0547,Treponema vincentii [ref_mOTU_v2_0547]
ref_mOTU_v2_3756,Trichodesmium erythraeum [ref_mOTU_v2_3756]
ref_mOTU_v2_4476,Trichormus azollae [ref_mOTU_v2_4476]
ref_mOTU_v2_1011,Tropheryma whipplei [ref_mOTU_v2_1011]
meta_mOTU_v2_5716,Truepera radiovictrix [meta_mOTU_v2_5716]
ref_mOTU_v2_4703,Truepera radiovictrix [ref_mOTU_v2_4703]
ref_mOTU_v2_1196,Trueperella pyogenes [ref_mOTU_v2_1196]
ref_mOTU_v2_4405,Tsukamurella paurometabola [ref_mOTU_v2_4405]
ref_mOTU_v2_2322,Tsukamurella sp. 1534 [ref_mOTU_v2_2322]
ref_mOTU_v2_2208,Tuberibacillus calidus [ref_mOTU_v2_2208]
ref_mOTU_v2_2336,Tumebacillus flagellatus [ref_mOTU_v2_2336]
ref_mOTU_v2_1522,Turicella otitidis [ref_mOTU_v2_1522]
ref_mOTU_v2_1493,Turicibacter sanguinis [ref_mOTU_v2_1493]
ref_mOTU_v2_5045,Turneriella parva [ref_mOTU_v2_5045]
ref_mOTU_v2_4366,Tyzzerella nexilis [ref_mOTU_v2_4366]
ref_mOTU_v2_2209,Uliginosibacterium gangwonense [ref_mOTU_v2_2209]
ref_mOTU_v2_2450,Ureaplasma diversum [ref_mOTU_v2_2450]
ref_mOTU_v2_1322,Ureaplasma parvum [ref_mOTU_v2_1322]
ref_mOTU_v2_1415,Ureaplasma urealyticum [ref_mOTU_v2_1415]
ref_mOTU_v2_2356,Ureibacillus thermosphaericus [ref_mOTU_v2_2356]
ref_mOTU_v2_3280,Vagococcus lutrae [ref_mOTU_v2_3280]
ref_mOTU_v2_2210,Varibaculum cambriense [ref_mOTU_v2_2210]
ref_mOTU_v2_3271,Varibaculum cambriense [ref_mOTU_v2_3271]
ref_mOTU_v2_0628,Variovorax paradoxus [ref_mOTU_v2_0628]
ref_mOTU_v2_2340,Variovorax paradoxus [ref_mOTU_v2_2340]
ref_mOTU_v2_4610,Variovorax paradoxus [ref_mOTU_v2_4610]
ref_mOTU_v2_2301,Variovorax sp. CF313 [ref_mOTU_v2_2301]
ref_mOTU_v2_0561,Veillonella atypica [ref_mOTU_v2_0561]
ref_mOTU_v2_4469,Veillonella dispar [ref_mOTU_v2_4469]
ref_mOTU_v2_2211,Veillonella magna [ref_mOTU_v2_2211]
ref_mOTU_v2_0542,Veillonella montpellierensis [ref_mOTU_v2_0542]
ref_mOTU_v2_1042,Veillonella parvula [ref_mOTU_v2_1042]
ref_mOTU_v2_5095,Veillonella seminalis [ref_mOTU_v2_5095]
ref_mOTU_v2_5211,Veillonella sp. AS16 [ref_mOTU_v2_5211]
ref_mOTU_v2_5068,Veillonella sp. [ref_mOTU_v2_5068]
ref_mOTU_v2_5244,Veillonella sp. [ref_mOTU_v2_5244]
ref_mOTU_v2_4154,Verminephrobacter eiseniae [ref_mOTU_v2_4154]
ref_mOTU_v2_3014,Vermiphilus pyriformis [ref_mOTU_v2_3014]
meta_mOTU_v2_6090,Verrucomicrobia bacterium CAG:312_58_20 [meta_mOTU_v2_6090]
meta_mOTU_v2_7648,Verrucomicrobia bacterium CAG:312_58_20 [meta_mOTU_v2_7648]
ref_mOTU_v2_1572,Verrucomicrobia sp. [ref_mOTU_v2_1572]
ref_mOTU_v2_4331,Verrucomicrobia sp. [ref_mOTU_v2_4331]
meta_mOTU_v2_6474,Verrucomicrobiae bacterium DG1235 [meta_mOTU_v2_6474]
ref_mOTU_v2_4109,Verrucomicrobiae sp. [ref_mOTU_v2_4109]
ref_mOTU_v2_2272,Verrucomicrobium sp. 3C [ref_mOTU_v2_2272]
ref_mOTU_v2_3242,Verrucomicrobium sp. BvORR034 [ref_mOTU_v2_3242]
ref_mOTU_v2_3270,Verrucomicrobium sp. BvORR106 [ref_mOTU_v2_3270]
ref_mOTU_v2_3813,Verrucomicrobium spinosum [ref_mOTU_v2_3813]
ref_mOTU_v2_3845,Verrucosispora maris [ref_mOTU_v2_3845]
ref_mOTU_v2_0009,Vibrio albensis/cholerae [ref_mOTU_v2_0009]
ref_mOTU_v2_2593,Vibrio azureus [ref_mOTU_v2_2593]
ref_mOTU_v2_5247,Vibrio brasiliensis [ref_mOTU_v2_5247]
ref_mOTU_v2_0734,Vibrio breoganii [ref_mOTU_v2_0734]
ref_mOTU_v2_4978,Vibrio caribbeanicus [ref_mOTU_v2_4978]
ref_mOTU_v2_1114,Vibrio coralliilyticus [ref_mOTU_v2_1114]
ref_mOTU_v2_0585,Vibrio crassostreae/cyclitrophicus [ref_mOTU_v2_0585]
ref_mOTU_v2_3117,Vibrio diazotrophicus [ref_mOTU_v2_3117]
ref_mOTU_v2_2594,Vibrio ezurae [ref_mOTU_v2_2594]
ref_mOTU_v2_1040,Vibrio fluvialis [ref_mOTU_v2_1040]
ref_mOTU_v2_3771,Vibrio fortis [ref_mOTU_v2_3771]
ref_mOTU_v2_1479,Vibrio furnissii [ref_mOTU_v2_1479]
